[NodeName : SFIX;Database : FIXLN;File Name : C:\\Users\\Administrator\\Desktop\\FIXLN_BitManWR-BitAl-IntRD-BITRD.csv;Date : 2020-02-12;Time : 10:30:19]

#AI4336;DI2139;DA1712;TX139#
[BLOCK TYPE;TAG;NEXT BLOCK;DESCRIPTION;I/O DEVICE;H/W OPTIONS;I/O ADDRESS;INITIAL A/M STATUS;INITIAL SCAN;SCAN TIME;INVERT OUTPUT;OPEN TAG;CLOSE TAG;ALARM ENABLE;ALARM AREA(S);ALARM PRIORITY;ALARM TYPE;ENABLE OUTPUT;SECURITY AREA 1;SECURITY AREA 2;SECURITY AREA 3;ALARM AREA 1;ALARM AREA 2;ALARM AREA 3;ALARM AREA 4;ALARM AREA 5;ALARM AREA 6;ALARM AREA 7;ALARM AREA 8;ALARM AREA 9;ALARM AREA 10;ALARM AREA 11;ALARM AREA 12;ALARM AREA 13;ALARM AREA 14;ALARM AREA 15;USER FIELD 1;USER FIELD 2;CONTACT TAG;CONTACT MODE;REMOTE ACK TAG;ALARM SUSPENSION TAG;DELAY TIME;REALARM TIME;ESIG TYPE;ESIG ALLOW CONT USE;ESIG XMPT ALARM ACK;ESIG UNSIGNED WRITES;ESIG COMMENT REQUIRED;PDR Update Rate;PDR Access Time;PDR Deadband;PDR Latch;PDR Disable Output;PDR Array Length;Hist Description;Hist Collect;Hist Interval;Hist Offset;Hist Time Res;Hist Compress;Hist Deadband;Hist Comp Type;Hist Comp Time;Continuous Contact Output;Suppress COMM Alarm;Process alarm as event whi;SHELVE ENABLE;SHELVE POLICY]
!A_NAME;A_TAG;A_NEXT;A_DESC;A_IODV;A_IOHT;A_IOAD;A_IAM;A_ISCAN;A_SCANT;A_INV;A_OPENDESC;A_CLOSEDESC;A_IENAB;A_ADI;A_PRI;A_ALMCK;A_EOUT;A_SA1;A_SA2;A_SA3;A_AREA1;A_AREA2;A_AREA3;A_AREA4;A_AREA5;A_AREA6;A_AREA7;A_AREA8;A_AREA9;A_AREA10;A_AREA11;A_AREA12;A_AREA13;A_AREA14;A_AREA15;A_ALMEXT1;A_ALMEXT2;A_CCALM;A_CCMOD;A_AACK;A_ASUSP;A_DELAY;A_REALM;A_ESIGTYPE;A_ESIGCONT;A_ESIGACK;A_ESIGTRAP;A_ESIGREQ_COMMENT;A_PDR_UPDATERATE;A_PDR_ACCESSTIME;A_PDR_DEADBAND;A_PDR_LATCHDATA;A_PDR_DISABLEOUT;A_PDR_ARRAYLENGTH;A_HIST_DESC;A_HIST_COLLECT;A_HIST_INTERVAL;A_HIST_OFFSET;A_HIST_TIMERES;A_HIST_COMPRESS;A_HIST_DEADBAND;A_HIST_COMPTYPE;A_HIST_COMPTIME;A_CTK_PERSIST;A_COMM_SURPRESS;A_ALM_SUSPENDMODE;A_IALMSHLVENAB;A_ALMSHELVEPOLICY!
"DA";"M302SpeedUp_BIT_AL_0032";"";"NO PARAMETERS";"IGS";"";"M302SpeedUp_ALM.rgxFault.0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Missing snap error";"M302.Missing snap error";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M302SpeedUp_BIT_AL_0033";"";"NO PARAMETERS";"IGS";"";"M302SpeedUp_ALM.rgxFault.1";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Plate length error";"M302.Plate length error";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M302SpeedUp_BIT_AL_0034";"";"NO PARAMETERS";"IGS";"";"M302SpeedUp_ALM.rgxFault.2";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Plate length over specifications";"M302.Plate length over specifications";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M302SpeedUp_BIT_AL_0064";"";"NO PARAMETERS";"IGS";"";"M302SpeedUp_ALM.rgxWarning.0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Timeout Break-out control photocell #1";"M302.Timeout Break-out control photocell #1";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M302SpeedUp_BIT_AL_0065";"";"NO PARAMETERS";"IGS";"";"M302SpeedUp_ALM.rgxWarning.1";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Timeout Break-out control photocell #2";"M302.Timeout Break-out control photocell #2";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M30xTrimDeck_BIT_AL_0096";"";"NO PARAMETERS";"IGS";"";"M30xTrimDeck_ALM[0].rgxStoppingFault_M[0].x0";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Protection motor trim deck operator side";"M302.Protection motor trim deck operator side";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M30xTrimDeck_BIT_AL_0097";"";"NO PARAMETERS";"IGS";"";"M30xTrimDeck_ALM[0].rgxStoppingFault_M[0].x1";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Drive error trim deck operator side";"M302.Drive error trim deck operator side";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M30xTrimDeck_BIT_AL_0098";"";"NO PARAMETERS";"IGS";"";"M30xTrimDeck_ALM[0].rgxStoppingFault_M[0].x2";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Drive feedback error trim deck operator side";"M302.Drive feedback error trim deck operator side";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M30xTrimDeck_BIT_AL_0099";"";"NO PARAMETERS";"IGS";"";"M30xTrimDeck_ALM[0].rgxStoppingFault_M[0].x3";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Local safety switch trim deck operator side";"M302.Local safety switch trim deck operator side";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
"DA";"M30xTrimDeck_BIT_AL_0100";"";"NO PARAMETERS";"IGS";"";"M30xTrimDeck_ALM[0].rgxStoppingFault_M[0].x4";"AUTO";"ON";"1";"NO";"OPEN";"CLOSE";"ENABLE";"NONE";"HIGH";"CLOSE";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M302.Motor thermal probe trim deck operator side";"M302.Motor thermal probe trim deck operator side";"";"";"";"";"00:00:00:00";"00:00:00:00";"NONE";"YES";"NO";"REJECT";"NO";"300";"0";"0";"NO";"NO";"0";"NO";"NO";"5,000.0";"0.0";"Milliseconds";"DISABLE";"0.0000";"Absolute";"0";"DISABLE";"DISABLE";"DISABLE";"DISABLE";"";""
